message_id,user_message,romanized_text,layer1_flags,selection_reason
2951,"""مزدور استعمال کر رہا.""",""" mazdoor use kar raha.""",,full_coverage
2952,"""مشینوں کو کیسے چیک کرنا ہے.""",“Mashinyon ko kaise check karna hai.”,,full_coverage
2953,"""زبردست تم اچھے معلومات دیتے ہو.""",“zbardast tum achay maloomat dete ho.”,,full_coverage
2954,"""کیا تم سے بلا جھجھک سوال کیا جا سکتا ہے؟""",""" kya tumse bula jjihk sawal kiya ja sakta hai? """,,full_coverage
2955,"""کیا تم میری باتوں کا مذاق اڑاؤ گے؟""",“ kia tum meri baton ka mazaq uraoge?”,,full_coverage
2956,"""کیا روزے میں پانی پیچھتے ہیں؟""",""" kya rozay mein pani pechhte hain?",,full_coverage
2957,"""اپ زرعی موڑوات بتاؤں.""",“Ap zarai morwaat batau.”,,full_coverage
2958,"""آج سیب کا کیا ریٹ ہے؟""","""aj saib ka kya rate hai?",,full_coverage
2959,"""السلام علیکم مشیر تمہارا کیا حال ہے.""",“Lslam alaikum musheer tumhara kya haal hai.”,,full_coverage
2960,"""اچھا بشیر مجھے بتاؤ کہ آج دریہ خان میں موسم کیسا ہے.""",""" acha Basheer mujhe batao ke aaj darya Khan mein mausam kaisa hai.""",,full_coverage
2961,"""بشیر مجھے میانوالی کا موسم بتاؤ.""","""Bshir mujhe myanwali ka mausam batao.""",,full_coverage
2962,"""اچھا یار مجھے بتاؤ کہ میں نے گندم کی فصل کی کٹائی کر لی ہوئی ہے تو اس کے بعد میں کون سی فصلیں لگا سکتا ہوں.""",“acha yaar mujhe batao ke maine gandum ki fasal ki kataai kar li hui hai to iss ke baad mein konsi faslein laga sakta hun.”,,full_coverage
2963,"""اچھا مجھے بتاؤ کہ میں نے تل کی فصل لگانی ہے. تل کی فصل کے لیے کتنے کلوگرام بیج مجھے استعمال کرنا ہوگا ایک ایکڑ کے لیے.""",“achi mujhe batao ke maine tall ki fasal lagany hai. tall ki fasal ke liye kitne kilograme beej mujhe use karna hoga ek acre ke liye.,,full_coverage
2964,"""یار مجھے آج کا موسم بتاؤ.""",“Yar mujhe aaj ka mausam batao.”,,full_coverage
2965,"""مجھے یہ بتاؤ کہ میں نے گنا کی کاشت کرنی ہے. تو گنا کی کاشت کے لیے بہترین وقت کون سا ہے؟""",“Mjhe ye btao k maine gina ki kaasht karni hai. to gina ki kaasht ke liye behtareen waqt kon sa hai?,,full_coverage
2966,"""اچھا مجھے یہ بتاؤ کہ میں گنا کی کون کون سی ورائٹی استعمال کر سکتا ہوں.""",“Acha mujhe ye btao k main gina ki kon kon si virity use kar sakta hun.,,full_coverage
2967,"""اچھا مجھے بتاؤ کہ دنے میں مجھے کھادیں کیسے ڈالنی چاہییں.""",“achi mujhe batao ke dinay mein mujhe khadein kaise daalni chahiye.”,,full_coverage
2968,"""میری زمین کی حالت درمیانہ ہے.""",""" meri zameen ki halat darmiyana hai.""",,full_coverage
2969,"""السلام علیکم""",""" salam alaikum",,full_coverage
2970,"""مجھے بتاؤ گندم کاشت گنا کا کیا طریقہ ہے.""",""" mujhe btao gandum kaasht gina ka kya tareeqa hai.""",,full_coverage
2971,"""اچھا مجھے بتاؤ کہ گندم کاشت گنا کے لیے کون سا بیج استعمال کروں.""",“achi mujhe batao ke gandum kaasht gina ke liye kon sa beej use karoon.”,,full_coverage
2972,"""جی میری زمین بارانی ہے.""","""ji meri zameen barani hai.""",,full_coverage
2973,"""السلام علیکم مجھے گندم کے بیج کی اقسام بتاؤ.""",“Lslam alaikum mujhe gandum ke beej ki aqsam batao.”,,full_coverage
2974,"""مجھے گندم کا ریٹ بتاؤ اسلام آباد آباد بندی میں.""",""" mujhe gandum ka rate batao Islamabad bandi mein.""",,full_coverage
2975,"""انے کی فصل کے بارے میں بتاؤ.""","""ane ki fasal ke baare mein batao.""",,full_coverage
2976,"""مجھے یہ بتاؤ کہ کراچی منڈی میں سیب کا ریٹ کیا ہے.""",""" mujhe yeh batao ke Karachi manndi mein saib ka rate kya hai.""",,full_coverage
2977,"""مجھے گندم کے بیج کی اقسام بتاؤ.""",""" mujhe gandum ke beej ki aqsam batao.""",,full_coverage
2978,میری,meri,,full_coverage
2979,"""میری زمین آبپاش ہے.""",""" meri zameen aabpaash hai.""",,full_coverage
2980,"""مجھے گندم کی فصل کے بیج کی اقسام کے بارے میں بتاؤ میری زمینہ پاشا ہے.""",""" mujhe gandum ki fasal ke beej ki aqsam ke baare mein batao meri zamiinda pasha hai.""",,full_coverage
2982,"""میں فیصل آباد میں نہیں میں اس وقت فتح پور تحصیل کلور لالی سن ضلع تحصیل لیہ میں مجھے یہاں کا مظنبہ.""",""" main Faisal abad mein nahi mein iss waqt fatah poor tehseel cooler laali sun tehseel laiya me mujhe yahan ka maznba.""",,full_coverage
2987,"""گندم کا آج کال ریٹ کیا چل رہا ہے؟""",""" gandum ka aaj call rate kya chal raha hai?",,full_coverage
2988,"""وعلیکم السلام. اے بارش کیا ہے سیرہ تیارے بارش تیارے اوگے کیا ہے اوگے.""",“Waleikum salam. a barish kya hai sair tayyaray barish tayyaray ugay kya hai ugay.”,,full_coverage
2989,"""آج بارش کیا مرور کے حال بارش ہوگی یا نہیں.""","""aj barish kya shar ke haal barish hogi ya nahi.""",,full_coverage
2990,موسیقی,moseeqi,,full_coverage
2992,"""جی اٹھے دہ سن دیرہیو بھوک رہے ہوئے جی سوٹھے آمین ہے ہاں سونگری.""",“ji uthay da sun deeru bhook rahe hue jee suithay ameeen hai haan songri.”,,full_coverage
2993,"""بیفراتہ سب شیطان ٹھیک ہے.""",""" safeerat sab shahetan theek hai.""",,full_coverage
2995,"""السلام علیکم بھائی جان بشیر امر سے وہ آج خواص خیلے گا موسم کے""","""Lslam alaikum bhai jaan Basheer amar se woh aaj khawaas khailay ga mausam ke""",,full_coverage
2996,"""بشیرہ کی حالیت دس موسم کے آنا لفظے دا کی عادہ رہنا ہے.""","""Bshira ki Haliyat das mausam ke aana lafze da ki Aada rehna hai.""",,full_coverage
2997,"""اجیرہ کی حالے""",“Jera ki halaay”,,full_coverage
2998,"""قسم کی صورتحال مجھے""","""qassam ki sorat e haal mujhe",,full_coverage
2999,"""موسم کی صورتحال کے بارے میں بتا دیں آندھے ہفتے میں کیا ہوگا.""",“musam ki sorat e haal ke baare mein bata den aandhay hafay mein kya hoga.”,,full_coverage
3000,"""بشیر کھان مجھے بتا سکتا ہے دسی مہینے کی کتنی طریقہ ہے آج.""",“Bshir khaan mujhe bata sakta hai disse mahine ki kitni tareeqa hai aaj.”,,full_coverage
3001,"""دیسی مینہ جؤ ہوتا ہے نا بساک کا. بساک کی آج کتنی طریق ہے؟""",“Disi meen ju hota hai na busak ka. busak ki aaj kitni tareeq hai?,,full_coverage
3002,"""بشیر کا مجھے بتاؤ کہ جمبو جوار اگانے کے لیے کون سا بیج محفوظ رہے گا.""",“Bshir ka mujhe batao ke jmbo jawar ugane ke liye kon sa beej mehfooz rahega.”,,full_coverage
3003,"""جوار کون سی اگانی چاہیے جی بتا دو مجھے بشیر خان.""",“jwar kon si ugani chahiye jee bata do mujhe Basheer Khan.”,,full_coverage
3004,"""اس ہفتے میں بارش آنے کا موقع ہے کہ نہیں.""",“ uss hafta mein barish aane ka mauqa hai ke nahi.”,,full_coverage
3005,"""السلام علیکم گلگت کا موسم بتاؤ.""",""" ALslam alaikum Gilgit ka mausam batao.""",,full_coverage
3006,"""مجھے بتائیں کہ تل کے لیے فی ایکڑ کتنی کلوگرام بیج درکار ہوتی ہے بارانی علاقے میں.""",""" mujhe batayen ke tall ke liye fi acre kitni kilograme beej darkar hoti hai barani ilaqay mein.""",,full_coverage
3007,"""مجھے اس وقت اسلام آباد آباد کا موسم بتاؤ.""",""" mujhe iss waqt Islamabad ka mausam batao.""",,full_coverage
3008,"""اچھا مجھے یہ بتاؤ کہ کیا پانی پینے سے روزہ ٹوڑ جاتا ہے.""",""" acha mujhe yeh batao ke kya pani peenay se roza toud jaata hai.""",,full_coverage
3009,"""کہاں کے رہنے والے ہو مجھے کس طرح کے جواباں دے سکتے ہو.""","""kahan ke rehnay wale ho mujhe kis tarah ke jawaban day sakte ho.""",,full_coverage
3010,"""اسلام آباد آباد کو آج کو موسم کیا ساہر.""",""" Islamabad abad ko aaj ko mausam kya saher.""",,full_coverage
3011,"""تمہارے پاس کیا معلومات ہے؟""",""" tumhare paas kya maloomat hai?",,full_coverage
3012,"""تو مارے پاس کون سے فصلوں کی معلومات ہے کون سے جانوروں کی معلومات ہے.""","""to maray paas kon se faslun ki maloomat hai kon se janwaron ki maloomat hai.""",,full_coverage
3013,"""مجھے ان فصلوں کے نام بتاؤ جؤ تمہیں آتی ہیں.""",“Mjhe un faslun ke naam batao jo tumhe aati hain.”,,full_coverage
3014,"""ابھی کون سی فصل لگی ہوئی ہے, کس فصل کی کٹائی ہو رہی ہے.""",""" abhi kon si fasal lagi hui hai, kis fasal ki kataai ho rahi hai.""",,full_coverage
3015,"""گلوں کی کٹائی کی احتیاطیں بتاؤ.""",“gilon ki katai ki ahtehain batao.”,,full_coverage
3016,"""گندم کی گھٹائی میں کیا احتیاط ہے.""",""" gandum ki ghatai mein kya ahthyat hai.""",,full_coverage
3017,"""میں نے کٹائی مزدوروں سے بھی کرانی ہے اور مشین سے بھی.""",“ main ne katai mazdooron se bhi karani hai aur machine se bhi.”,,full_coverage
3018,"""زمین کی زرخیزی میں اضافہ کیسے ہوتا ہے؟""","""زمین ki zarkhaizi mein izafa kaise hota hai?",script_leakage,full_coverage
3019,"""فصل کے علاوہ بتاؤ کہ زمین کی زرخیزی کیسے بڑھائی جا سکتی ہے.""",“Fsaf ke ilawa batao ke zameen ki zarkhaiezi kaise badhai jaa sakti hai.,,full_coverage
3020,"""کپاس لگانے کے لیے کتنا حل چلانا ہے.""",“copaas lagane ke liye kitna hal chalana hai.”,,full_coverage
3021,"""بالکل غلط بتایا. میں نے پوچھا ہے کہ کپاس کی فصل کاشت گنا کے لیے زمین کی تیاری کیسے کرنی ہے.""",""" bilkul galat bataya. mane poocha hai ke kapaas ki fasal kaasht gina ke liye zameen ki tayyari kaise karni hai.""",,full_coverage
3022,"""میں نے گنا کا نہیں پوچھا میں نے پوچھا ہے کہ کھواس کی فصل لگانے کے لیے زمین کا بحری کیسے کر لیے.""",“ main ne gina ka nahi poochha main ne poochha hai ke khawas ki fasal laganay ke liye zameen ka behri kaise kar liye.,,full_coverage
3023,"""کپاس کی فصل کے لیے زمین کی تیاری کیسے کرنی ہے؟""",“Kpas ki fasal ke liye zameen ki tayyari kaise karni hai?”,,full_coverage
3024,"""مشیر تم کتنے سال کے ہو؟""",“Mshir tum kitne saal ke ho?”,,full_coverage
3025,"""کیا تمہیں گنا کی بیماریوں کے بارے میں کچھ پتا ہے؟""",""" kia tumhe gina ki bimariyon ke baare mein kuch pata hai? """,,full_coverage
3026,"""ابھی اس وقت کون سی فصل لگا سکتا ہوں میرے پاس زمین خالی ہے.""",""" abhi iss waqt kon si fasal laga sakta hun mere paas zameen khali hai.""",,full_coverage
3027,"""کیا تم مجھے بتا سکتے ہو کہ گنا کا کتنا بیج استعمال کیا جائے؟""",“ kia tum mujhe bata sakte ho ke gina ka kitna beej use kiya jaaye?”,,full_coverage
3028,"""گنا کی اقسام بتاؤ اور کون سا پھپھوندی کوئی زہر لگانا ہے.""",“agna ki aqsam batao aur kon sa phaphandi koi zeher lagana hai.”,,full_coverage
3029,"""مجھے گلگت کا موسم بتاؤ.""",""" mujhe Gilgit ka mausam batao.""",,full_coverage
3031,"""جؤ ہماری وہ اپٹیمیزیشن ریئر ہے. کنکت کا کیا موسم ہے؟""",“jo hamari woh update reser hai. concutta ka kya mausam hai?,,full_coverage
3032,"""گلگت کا کیا موسم ہے آج؟""",""" Gilgit ka kya mausam hai aaj? """,,full_coverage
3033,"""ٹھیک ہے. اوکے. جلیت کا موسم بتاؤ.""",""" theek hai. ok. jurrat ka mausam batao.""",,full_coverage
3034,"""بشیر مجھے کوئی خبریں سنا دو. مجھے کوئی خبریں سناؤں.""",“Bshir mujhe koi khabrain suna do. mujhe koi khabrain sunaoon.”,,full_coverage
3035,"""بشیر خبر کریں سانات""","""bshir khabar karein saanat""",,full_coverage
3036,"""اچھا یار یہ بتاؤ کیا گورنمنٹ نے کوئی سبسڈی وغیرہ دی ہے آج کل کاشتکاروں کے لیے.""",""" acha yaar yeh batao kya government ne koi subsudi waghera di hai aaj kal kashtkaron ke liye.""",,full_coverage
3037,"""مجھے کوئی خبریں سنا.""",""" mujhe koi khabrain suna.""",,full_coverage
3038,"""جنبن کی کاشتکاری کیسے کی جاتی ہے اور ان کو کم کم کھادوں سے استعمال کیا جاتی ہے.""",“Janbon ki kashtkari kaise ki jati hai aur unko kam kam khadon se istimal kiya jaati hai.”,,full_coverage
3039,"""گلگت کا موسم بتاؤ.""",""" Gilgit ka mausam batao.""",,full_coverage
3040,"""دلگت کا موسم کیسا ہے؟""",""" Dalagat ka mausam kaisa hai?",,full_coverage
3041,"""گلگت کا موسم کیسا ہے؟""",""" Gilgit ka mausam kaisa hai?",,full_coverage
3042,"""مجھے خبریں سنو.""",""" mujhe khabrain suno.""",,full_coverage
3043,"""ہماری اخبرے سناوں.""",""" hamari akhbaray sunaoon.""",,full_coverage
3044,"""مجھے ایک صبرے سو نو.""",""" mujhe ek sabre so no.""",,full_coverage
3045,"""ماں اے میرے خاندرہ.""",""" main a mere khandara.""",,full_coverage
3046,"""گلگت کا موسم کیسا ہے.""",""" Gilgit ka mausam kaisa hai.""",,full_coverage
3047,"""السلام علیکم مجھے گلگت کا موسم بتاؤ.""","""slam alaikum mujhe Gilgit ka mausam batao.""",,full_coverage
3048,"""اچھا مجھے بتاؤ کہ اسلام آباد آباد میں کل موسم کیسا رہے گا.""",""" acha mujhe batao ke Islamabad mein kal mausam kaisa rahega.""",,full_coverage
3049,"""اچھا مجھے بتاؤ میں گندم کاشت کرنا چاہتا ہوں کون سا بیج استعمال کروں.""",“achi mujhe btao mein gandum kaasht karna chahta hun kon sa beej use karu.”,,full_coverage
3051,"""باب شیریا کی ارچالے ٹھیک ہیں صحت بھی ٹھیک ہے اور ثنا کی ہو رہا ہے.""","""baab sheeria ki archale theek hain sehat bhi theek hai aur Sana ki ho raha hai.""",,full_coverage
3052,"""بابشی ریا میرا پنجابی یہ گال اگر پہلے نمبر تہ گنا ہوئے دوسرے نمبر تہ گنا ہوئے کہ تینوں میری سمجھ کیوں نہیں آ رہی. ہاں کیے گلے؟""",""" Babshi riya mera punjabi ye gaal agar pehle number teh gina hue dusre number teh gina hue ke tenu meri samaj kyun nahi aa rahi. haan kiye gilaay?",,full_coverage
3053,"""وعلیکم خب شریف کی اج چارلے ٹھیک ہیں.""",“WAKUM khab shareef ki uj charle theek hain.”,,full_coverage
3054,"""اچھا صحیح یار مسئلہ تہ ایک کی ہے کہ سڑیوں فصلوں بیچنا زمین دے ویچ سیم بھوت ہے. تو اتھے فصل نہیں ہوندی. تو سیم اٹھی زمین دے اتھے دس کیڑی فصل اگانی چاہیے؟""",“acha sahi yaar masla teh aik ki hai ke sariyon faslun bechna zameen de weach same bhoot hai. to uthe fasal nahi hondi. to same uthi zameen de uthe das kari fasal agani chahiye?,,full_coverage
3055,"""تو پھر تو کڑی معلومہ دے سکنا ہے؟ کہ سیم یہ اتھے سانو داستوں دے اچھی فصل کی ڈی ہوئے گی؟ سیم مطلب سیم دے بیچے. کی داستی ساگنا ہو اور پھر سانو؟""",To phir to kari malooma de sakna hai? k same yeh uthe saanu daston de achi fasal ki d hue gi? same matlab same de baiche. ki daasti saagna ho aur phir saanu?,,full_coverage
3056,"""جی السلام علیکم اور جھنگ جھنگ کر کے آئے گے.""","""ji salam alaikum aur jhang jhang karke aayenge.""",,full_coverage
3058,"""بھرسی رہو بھائی بورش کدھوں آنے گا.""",“Bursi raho bhai borsh kadhoon aanega.”,,full_coverage
3059,"""آج کیا پکاؤں.""","""aj kya pakoon.""",,full_coverage
3060,"""آٹا. کون سی فصل سے بنتا ہے؟""",“ATA. kon si fasal se banta hai?”,,full_coverage
3061,"""یہ تو بہت بیسک سا سوال تھا تم نے جواب بھی نہیں دیا.""",“یہ to bahut basic sa sawal tha tumne jawab bhi nahi diya.”,script_leakage,full_coverage
3062,"""یہ والا تو یہ سوال تھائی تھوں. تم نے اہم ہی ملکہ اور وہ کوہر اور کچھ چیزیں لکھ دی.""",“Y wala to ye sawal thai thon. Tum ne aham hi malika aur woh kohar aur kuch cheezein likh di.,,full_coverage
3064,"""اسلام آباد آل منڈی میں سبزیوں کے ریڈ بتاؤ.""",""" Islamabad all manndi mein sabzion ke red batao.""",,full_coverage
3065,"""سلاد کے نا بتاؤ ساری سبزیوں کے ریٹ بتاؤ آلو کے بتاؤ پیاز کے بتاؤ ٹماٹر بتاؤ.""",“salaad ke na batao saari sabzion ke rate batao alaalo ke batao pyaaz ke batao timatar batao.”,,full_coverage
3066,"""آلو کے ریٹوں نہیں.""",“alo ke raton nahi.”,,full_coverage
3067,"""یہ تو تم اتنا دیر سب ڈویژن سے بولتے ہو. تمہاری آواز سمجھ نہیں آتی.""",“Y to tum itna der sab division se boltay ho. tumhari awaz samajh nahi aati.”,,full_coverage
3068,"""مافہ کیجئے آپ کی بات سمجھ نہیں آتی.""",""" mafha kijiyej aap ki baat samajh nahi aati.""",,full_coverage
3069,"""مرچ کی کاشت کیسے کروں.""",“march ki kaasht kaise karu.”,,full_coverage
3070,"""سیو کی کاشت کیسے کرو؟""",“ save ki kaasht kaise karo?,,full_coverage
3071,"""سیب سیب سیب کی کاشت.""",""" saib saib ki kaasht.""",,full_coverage
3072,"""تو اسے بھی بتا دو.""",“to usse bhi bata do.,,full_coverage
3073,"""سیب کی بیماریاں""","""seeb ki bemariyan""",,full_coverage
3074,"""گنا سے گوڑ کیسے بناؤں؟""","""agna se gorh kaise banaoon?""",,full_coverage
3075,"""تو بھول کیوں نہیں جاتے کہ میں سیب کے بارے میں پوچھ رہا ہوں یار میں نے فصل بدل لی ہے.""",“to bhool kyun nahi jate k main saib ke baare mein pooch raha hun yaar main ne fasal badal li hai.,,full_coverage
3076,"""کیا برسیم کاشت ابھی ہو سکتی ہے؟""",""" kya barseem kaasht abhi ho sakti hai?",,full_coverage
3077,"""کیا ہوتے ہیں؟""",""" kiya hotay hain?",,full_coverage
3078,"""گنا کو رتا روگ ہے.""",“agna ko rta rog hai.”,,full_coverage
3079,"""گنا کی گھٹائی کیسے کروں؟""",“agna ki ghatai kaise karu?”,,full_coverage
3080,"""بارش زور نہیں ہو تو فصل لگانی چاہیے.""",“barsh zor nahi ho to fasal lagani chahiye.”,,full_coverage
3081,"""گندم کی فصل پر کون سے کیڑے حملہ کرتے ہیں.""",""" gandum ki fasal par kon se keeray hamla karte hain.""",,full_coverage
3082,"""تجھے کچھ نہیں آتا.""",""" tujhe kuch nahi aata.""",,full_coverage
3083,"""السلام علیکم مجھے کوئی خبریں تو سنا دو.""",“Lslam alaikum mujhe koi khabrain to suna do.,,full_coverage
3084,"""میری گائے بیمار ہے اس کو کون سی دوائی دوں.""",""" meri gaaye bemaar hai iss ko kon si dawai dun.""",,full_coverage
3085,"""مجھے آج گرہ جی کے موسم کے باہر میں بتاؤ.""",""" mujhe aaj girah jee ke mausam ke bahar mein batao.""",,full_coverage
3086,"""مجھے کراچی کا موسم بتاؤ.""",""" mujhe Karachi ka mausam batao.""",,full_coverage
3091,"""گلگت کا موسم آج کیسا رہے گا.""",""" Gilgit ka mausam aaj kaisa rahega.""",,full_coverage
3093,"""کہ آنے نا بارش کدھر بجھی ہے.""","""ke aane na barish kidhar bujhi hai.""",,full_coverage
3094,"""بھائی بجیر بارش کب آئے گی؟ یہ بتا دے. دین جوز.""",“bhai bujeer barish kab aayegi? yeh bata de. deen jazz.”,,full_coverage
3095,"""صرف یہ بتا دے بھائی بشیر بارش کدھو آف سی.""","""صرف yeh bata de bhai Basheer barish sidho off si.""",script_leakage,full_coverage
3096,"""بندے کو نہیں کوئی بات""","""banday ko nahi koi baat""",,full_coverage
3097,ہوں.,hun.,,full_coverage
3098,"""بھائی بشیر کڑاں کوتر میں یہاں بندے ڈور.""",“Bhai Basheer karan kotter mein yahan bande dor.”,,full_coverage
3099,"""گندم کے لیے بندے چاہیں.""",""" gandum ke liye bande chahain.""",,full_coverage
3100,"""گندم کے لیے بندے چاہیے آدمی چاہیے آدمی. آپ کے پاس ائیں تو بیچیں.""",""" gandum ke liye bande chahiye aadmi chahiye aadmi. aap ke paas aye to becheen.""",,full_coverage
3101,"""السلام علیکم کیسے ہو بشیر بھائی.""","""slam alaikum kaise ho Basheer bhai.""",,full_coverage
3102,"""بتا سکتے ہو کہ کراچی میں گندم کا کیا ریٹ ہے.""",“bata sakte ho ke Karachi mein gandum ka kya rate hai.”,,full_coverage
3104,"""اس کے لیے بڑا بس اس کے اس کے اس کا راہ کرنا پڑا گیا ہے.""",""" uss ke liye bara bas uss ke uss ke iss ka raah karna para gaya hai.""",,full_coverage
3105,"""اس سی سی مئیر میں ایسوں پیاروں کے پیاراں بھی بھی نہیں ہے.""",“ssEC myir mein aison pyaron ke pyaran bhi bhi nahi hai.”,,full_coverage
3106,"""کیا یہ بھائی""",""" kiya yeh bhai""",,full_coverage
3107,"""مجھے کی حال ہے بھائی؟""",""" Mujhe ki haal hai bhai? """,,full_coverage
3108,"""تو اسی پنجابی نہیں جانتے ہو.""",“to isi punjabi nahi jaante ho.”,,full_coverage
3109,"""تم کو کون چیز دوبار نے جانتے ہو؟""",“Tam ko kon cheez dobaar ne jaante ho?”,,full_coverage
3110,"""تم کون سی زبان جانتے ہو؟""",“Tam kon si zabaan jantay ho?”,,full_coverage
3111,"""ہاں ہوں تم کے پتاوکے. ٹوم پھر. ستاسوں نوم ڈے.""",“han hun tke patawakay. tom phir. satason noom day.”,,full_coverage
3112,"""ہوں موسیقی ہاں ہم ایک موسیقی زبا جانا نمبر کوشش. ہوں""","""hon moseeqi haan hum aik moseeqi zuba jaana number koshish. hun""",,full_coverage
3113,"""کرو کی شامل ہوں""",“cro ki shamil hun”,,full_coverage
3114,"""وعلیکم السلام کیسے ہو بشیر کیا ارہے ہیں.""",“Waleikum salam kaise ho Basheer kya arhe hain.,,full_coverage
3115,"""بڑے بھر جھگاں ہو گیا ہے اور جھنگڑے کو ہو گیا تو جھنگڑے بھر جھگاں جا.""",“Baday bhar Jhgaman ho gaya hai aur JUNGRAI ko ho gaya to JUNGRAI bhar Jhgaman ja.,,full_coverage
3116,"""اچھا گندم کون سی استعمال ہے.""",""" acha gandum kon si istemal hai.""",,full_coverage
3117,"""ریزہ مین درمیانی""",“iera mean darmiyani”,,full_coverage
3118,"""کی گوڑ""","""ki gorh""",,full_coverage
3119,"""گلاس کی گوشٹ.""",""" glass ki gosht.""",,full_coverage
3120,"""پیاز کی گاست""",“payies ki gaast”,,full_coverage
3121,"""تمہیں گچ سمجھ لے ارادہ.""",""" tamhe gach samajh le iradah.""",,full_coverage
3122,"""میں کہہ رہا ہوں تمہیں کتھ سمجھ نہیں آتا.""",“ main keh raha hun tumhe kith samajh nahi aata.”,,full_coverage
3123,"""تو میں کیوں کچھ سمجھ نہیں لگتا.""",“to main kyun kuch samajh nahi lagta.”,,full_coverage
3124,"""گندم کے بارے میں بتاؤ. تم کیا سن رہے ہو? تم کہاں سے سن رہے ہو? تم گندم کے بارے میں بتاؤ.""",“ gandum ke baray mein batao. tum kya sun rahay ho? tum kahan se sun rahay ho? tum gandum ke baray mein batao.”,,full_coverage
3127,"""السلام علیکم کیسے ہیں آپ؟""",""" salam alaikum kaise hain aap?",,full_coverage
3128,"""اچھا مجھے بتائیں کہ اسلام آباد آباد میں موسم کیسا ہے.""",""" acha mujhe bitayen ke Islamabad mein mausam kaisa hai.""",,full_coverage
3129,"""السلام علیکم مجھے تل کی سفارش کردہ اقسام کے بارے میں بتاؤ.""",“Lslam alaikum mujhe tall ki sifarish kardah aqsam ke baare mein batao.”,,full_coverage
3130,"""میری زمین بارانی بھی ہے اور کچھ زمین آبپاشی بھی ہے.""",""" meri zameen barani bhi hai aur kuch zameen aab paashi bhi hai.""",,full_coverage
3131,"""مجھے تل کی سفارش کردہ اقسام بتاؤ جؤ سفارش کی جاتی ہیں.""",“Mjhe tall ki sifarish kardah aqsam batao JO sifarish ki jaati hain.”,,full_coverage
3132,"""اگلے ایک ہفتے میں اسلام آباد کا موسم کیسا رہے گا؟""","""aglay ek hafte mein Islamabad ka mausam kaisa rahega?",,full_coverage
3133,"""سیارہ مہندے پھر ہے منڈنگ میں میری سلاد کا اثر کیا رہی ہے""","""searah mehande phir hai monding mein meri salad ka asar kya rahi hai.""",,full_coverage
3134,"""کڑیوں کے حوالے سے ہم ہم کی سکون دے گا.""",“Cadiyon ke hawalay se hum hum ki sukoon deega.”,,full_coverage
3135,"""گندم کے حوالے سے موسم کی آنے والی صورتحال.""",""" gandum ke hawalay se mausam ki aane wali sorat e haal.""",,full_coverage
3136,"""یعنی سٹوری یہ ہے کہ باری ساگی چڑھنے اچھے ہوئے تھے شادی کرنی ہے گھر الہ میری ہنکے ایک نام ہے.""",“Yni stori yeh hai k baari sagy charhne achay hue thay shaadi karni hai ghar elah meri hanke aik naam hai.,,full_coverage
3137,"""میرے سے انگلیش میں بات کرو. ہاو آریو.""",""" maare se ungesh mein baat karo. havaryo.""",,full_coverage
3138,"""مجھے آلو اگانا سکھاؤ.""",""" mujhe alu uagana sikhao.""",,full_coverage
3139,"""میری فصل کو سنڈی کی بماری ہے. ہوں""",""" meri fasal ko sundi ki bombari hai. hun""",,full_coverage
3140,"""میری فصل کو سوٹی کی بھوماری ہے ٹماٹرو کی فصل کو. ہاں ہوں""","""Meri fasal ko suit ki bhoomari hai timetro ki fasal ko. haan hun""",,full_coverage
3141,"""مشیر کیا حال ہے؟""","""mir kya haal hai?",,full_coverage
3142,"""سب سے پہلے تو بتاؤ کہ موسم کیسا ہے.""",""" sab se pehle to batao ke mausam kaisa hai.""",,full_coverage
3143,"""منڈی کا کیا ریٹ""",“Mandi ka kya rate”,,full_coverage
3144,"""منڈی کے بتا دو كيلا کا کیا ریٹ ہے.""",“Mandi ke bata do kela ka kya rate hai.”,,full_coverage
3145,"""سیب کا کیا ریٹ ہے. سیب""",""" saib ka kya rate hai. saib""",,full_coverage
3146,"""گندم کے بارے میں بتاؤ میں نے کٹائی کی ہے اس کو میں کیسے سٹال کروں.""",“ gandum ke baray mein batao main ne katai ki hai iss ko main kaise stal karu.”,,full_coverage
3147,"""یہ بتو کپاس کو ابھی میں نے پانی لگا دوں.""",“Y buttu kapaas ko abhi main ne pani laga dun.”,,full_coverage
3149,"""مرائے ہو.""",""" maray ho.""",,full_coverage
3150,"""موسم کے سورجے.""",“mosm ke sorje.,,full_coverage
3152,"""ڈیزل کا ریٹ کیا ہے؟""",""" diesel ka rate kya hai?",,full_coverage
3155,"""بشیر یار میری فصل میں کیلا لگ گیا ہے میں کیے کر رہا ہوں.""","""Bshir yaar meri fasal mein kela lag gaya hai main kiye kar raha hun.""",,full_coverage
3156,"""موسم کڑی طریقے کو خراب ہونے بشیر ہے؟""",“MOSIM kari tareeqay ko kharab hone Basheer hai?”,,full_coverage
3157,"""آج موسم کیوے دہ رہنا ہے؟""","""aj mausam kiway da rehna hai?",,full_coverage
3158,"""السلام علیکم. خیرے ٹھیک ہو. اے دسو بھائی یہ آج کال کی ریٹ گنا گنا چال رہا ہے.""",“Lslam alaikum. khere theek ho. ae dasho bhai yeh aaj call ki rate gina gina chaal raha hai.,,full_coverage
3159,"""گندم بچھیا ہے گندم. کناک دارید جھنگ دہ بیچ.""",""" gandum bichya hai gandum. kakak dakht jhang da beech.""",,full_coverage
