message_id,user_message,romanized_text,layer1_flags,openai_verdict,openai_issue_type,openai_reason
2878,"""بشیرہ کی عالت تیرا.""","""bshira ki alat tera.""",,suspicious,phonetic_mismatch,'bshira' and 'alat' are garbled transliterations.
2879,"""السلام علیکم بشیر کھانک کیا حال ہیں تیرے.""",“Lslam alaikum Basheer khank kya haal hain tairay.”,,suspicious,phonetic_mismatch,'Lslam' and 'khank' are misspelled beyond normal variation.
2880,"""میں پوچھنا چاہتا ہوں کہ موسم کی کیا صورتحال ہے کہ بارش آنی ہے کہ دپال فور میں نہیں آئے. یہ بتا دو بشیر خان.""",“ main poochna chahta hun ke mausam ki kya sorat e haal hai ke barish aani hai ke dipal for mein nahi aaye. yeh bata do Basheer khan.,,suspicious,phonetic_mismatch,'dipal for' doesn't match the Urdu place name.
2881,"""ہلو السلام علیکم بشیر دوست کیا حال ہے؟""",“Halo salam alaikum Basheer dost kya haal hai?”,,suspicious,phonetic_mismatch,'Halo' and 'Lslam' are garbled transliterations.
2882,"""بشیر دوست آج ہم جؤ جوار ہے اس کے مطلق بات کریں گے.""",“Bshir dost aaj hum juwar hai iss ke mutlaq baat karein gay.,,suspicious,phonetic_mismatch,'Bshir' and 'juwar' are misspelled beyond normal variation.
2883,"""زمون پس مرکے کی صحیح پسانے کی کھیرا غنم. گوڈ جان سلام.""",“zamon pas mrke ki sahi pasanay ki khera ghannum. good jaan salam.”,,suspicious,phonetic_mismatch,"Multiple words are garbled: 'zamon', 'mrke', 'ghannum'."
2885,"""کپاس کے پتے کمزور ہو کر گڑ رہے ہیں.""",“copaas ke pte kamzor ho kar gur rahe hain.”,,suspicious,phonetic_mismatch,'copaas' and 'pte' are not faithful transliterations.
2886,"""اچھا بشیر میں نے بیج استعمال کرنا ہے ٹی ایچ سکس تل کے لیے تو مجھے یہ بتاؤ کہ مجھے کہاں سے لینا چاہیے یہ بیج.""","""achha Basheer maine beej istimal karna hai TV six tall ke liye to mujhe yeh batao k mujhe kahan se lena chahiye yeh beej.""",,suspicious,phonetic_mismatch,'TV six tall' doesn't match 'TEH Sکس تل'.
2887,"""اچھا میری دمین بارانی ہے.""",""" acha meri Damin barani hai.""",,suspicious,phonetic_mismatch,"'Damin' should be 'zameen'/'zameen' context, not 'Damin'."
2888,"""ایلیمنٹ ہے یس. اچھا میں کہیں بتاؤ کہ یار میں نے بیج لینے آئے. کس ادارے کا بیج لوں.""",“Adment hai yes. acha mein kahin batao ke yaar main ne beej lainay aaye. kis idaray ka beej lon.”,,suspicious,phonetic_mismatch,'Adment' doesn't match the Urdu word.
2891,"""کیسے میٹنگز ہونے چاہیں گے لینڈ سے پہلے پہلے. ہم""",""" kise meetings hone chahenge ge land se pehle pehle. hum""",,suspicious,phonetic_mismatch,'kise' and 'land' don't match the Urdu words.
2892,"""اچھا مجھے بتاؤ میں نے مکئی کی فصل کاشت کرنی ہے تو اس کے لیے مجھے کون سا بیج استعمال کرنا چاہیے اور کتنے کلوگرام کرنا چاہیے.""",“achi mujhe btao maine makai ki fasal kasht karni hai to iss ke liye mujhe kon sa beej use karna chahiye aur kitney kilograme karna chahiye.,,suspicious,phonetic_mismatch,'achi' should be 'achha'; 'use' changes the Urdu wording.
2893,"""اچھا مجھے بتاؤ کہ آج اسلام آباد آباد میں موسم کیسا رہی تھا.""",""" acha mujhe batao ke aaj Islamabad mein mausam kaisa rahi tha.""",,suspicious,phonetic_mismatch,'rahi tha' mismatches the Urdu past-tense wording.
2896,"""اس بنگر کا ریٹ کیا حالتہ پہ میں کنگ بھودا. تو میں اس بنگر وکنا.""",“ uss banger ka rate kya halata pe mein king bhooda. to main uss banger wickna.”,,suspicious,phonetic_mismatch,'king bhooda' doesn't match the Urdu source.
2897,"""رپلائی ڈیونگ وائس کریں.""",""" re reply visit karen.""",,suspicious,phonetic_mismatch,'re reply visit' is unrelated to the Urdu input.
2898,"""کہ اس بنگر کی منڈی کا ریت مجھے بتاؤ جلدی کر کے.""",“K os banger ki manndi ka rait mujhe batao jaldi karke.”,,suspicious,phonetic_mismatch,'K os' and 'rait' are garbled transliterations.
2899,"""ساری دارے ٹکڑ آل دہ پہ.""",""" sari daaray tukar all da pe.""",,suspicious,phonetic_mismatch,Output words don't match the Urdu input sounds.
2900,"""بھان جتر اپ ائنوں ننسہ بھنجا ریٹ بھدائیو.""",“Bhan jattar up inho Nasa bhana rate bhdayive.”,,suspicious,phonetic_mismatch,Several words are badly garbled and unrelated.
2901,"""یوریا کا ریٹ کیا چل رہا ہے ڈی اے پی کا ریٹ کیا چل رہا ہے بتاؤ یوریا ڈی اے پی اور اس بنگر کا ریٹ کیا چل رہا ہے بتاؤ.""",“Ioria ka rate kya chal raha hai DSP ka rate kya chal raha hai batao urya DSP aur iss banger ka rate kya chal raha hai batao.”,,suspicious,phonetic_mismatch,'DSP' is not a transliteration of DAP.
2902,"""السلام علیکم کیا حال ہیں ٹھیک ہے یہ ہاتھ ہم بھو ہو گئے پسل پہ کیڑے میں گوڑے بہت زیادہ ہیں اس کے سوات کیا کروں""",“Lslam alaikum kya haal hain theek hai yeh haath hum bho ho gaye psal pe keeray mein koray bahut zyada hain is ke swat kya karu”,,suspicious,phonetic_mismatch,'problem' doesn't match the Urdu word for temperature.
2903,"""السلام علیکم. کھاد لگانے کا وقت ہے یا نہیں اس کے بارے میں ذرا معلومہ""",“Lslam alaikum. khad lagane ka waqt hai ya nahi iss ke baray mein zara malooma”,,suspicious,phonetic_mismatch,'malooma' is incomplete and garbled.
2904,"""ہاں پسند ہوئیے گی. ہی ہاں.""","""han pasand hogi gi. hi haan.""",,suspicious,phonetic_mismatch,'hogi gi' duplicates and distorts the Urdu phrase.
2905,"""بشیر کیا حال ہے.""","""bshir kya haal hai.""",,suspicious,phonetic_mismatch,'bshir' drops the vowel from the name.
2909,"""کیا بات ہے کمال. تو میں ٹرنل فارمنگ کیسے کروں؟""",""" kya baat hai kamaal. to mein turning kaise karoon?",,suspicious,phonetic_mismatch,'turning' doesn't match 'trnal'.
2912,"""سوہان سوہان تاریخ ہے. منڈی لیر بتائیں.""",“sohan sorhan tareekh hai. manndi leer bitayen.”,,suspicious,phonetic_mismatch,'leer' doesn't match the Urdu word.
2917,"""سونگ کاریز کرتے ہیں سورون سورون سار سورون""",""" song cars karte hain sauroon sauroon saar sauroon""",,suspicious,phonetic_mismatch,'cars' doesn't match the Urdu word.
2918,"""مجھے. ان ریتی لوگ ninguna. پر اونکھا رہتا ہے.""",""" mujhe. un Reete log kabl. par onkha rehta hai.""",,suspicious,phonetic_mismatch,'kabl' doesn't match the Urdu word.
2921,"""بشیر مجھے بتا دو کہ میری فصلوں پہ سفید کلر کا قیلہ کیا چل رہا ہے.""","""Bshir mujhe bata do ke meri faslun pe Safaid colour ka qila kya chal raha hai.""",,suspicious,phonetic_mismatch,'qila' should be 'keela'/'keera' contextually.
2923,"""میرے کپاس کی فصل پر سفیدر کی مکھی کا حملہ ہے اس کا علاج بتاؤں.""",""" meray cupas ki fasal par sawerdar ki makhi ka hamla hai iss ka ilaj batau.""",,suspicious,phonetic_mismatch,'sawerdar' doesn't match the Urdu source.
2925,"""اسلام آباد علیکم. ایلین پھر اندر خوان میں موسم کیا تھرے تھا انگلین لینڈ.""",""" Islamabad alikum. alien phir andar khwan mein mausam kya tre tha english land.""",,suspicious,phonetic_mismatch,'English land' is not a faithful transliteration.
2929,"""موہے سیون گے اور کیا بہت""","""mohe seven gay aur kya bahut""",,suspicious,phonetic_mismatch,'seven' doesn't match the Urdu input.
2930,"""کماد کو کیلا لگا بو تو کیا کریں کون سے سپرے کریں.""",“mad ko kela laga bo to kya karein kon se spre karein.”,,suspicious,phonetic_mismatch,'mad' drops the initial syllable of 'kamad'.
2931,"""ریلی دوائی کا کیا فائدہ ہے.""",""" really dawai ka kya faida hai.""",,suspicious,phonetic_mismatch,'really' doesn't match the Urdu word.
2933,"""اپ مجھے بزار سکتے ہیں اج ڈیرہ بھگی کھان میں موسم کیا ہے سردی ہے گرمی ہے بارشی ہے اور اگلے ہفتے کے بھی پکا دیں.""",“ mujhe bzar sakte hain uj deera bhgi khaan mein mausam kya hai sardi hai garmi hai barshi hai aur aglay hafte ke bhi pakka den.,,suspicious,phonetic_mismatch,'bzar' and 'bhgi' are garbled transliterations.
2936,"""ہج سے آگے بھی بتا دیں کہ آگے دو دن کیا ہونا اس ہفتے کے بارے میں بتا دیں اعتبار تک کہ کیا ہونا کیا نہیں ہونا مکمل ڈیٹل حیدرآباد تل تحصیل منکیرہ حیدرآباد تل کا بتا دیں.""","""J se aage bhi bata den ke aage do din kya hona iss haftay ke baray mein bata den aitbaar tak ke kya hona kya nahi hona mukammal detail hyderabad tall tehseel mankheera hyderabad tall ka bata den.""",,suspicious,phonetic_mismatch,'J' and 'hyderabad tall' are garbled transliterations.
2939,"""تم اے آئی ہو یا ایک پچی کے کسان اور بشیر ہو.""",“Tammam aayi ho ya aik pchi ke kisan aur Basheer ho.”,,suspicious,phonetic_mismatch,'Tammam aayi' doesn't match the Urdu input.
2941,"""میں کہہ رہا ہوں جؤ بارڈز ایزام چل رہے ہیں نا پکتا نہیں امتحان ہو رہے ہیں بچوں کے کیٹ کے امتحانات ان کے بارے میں تمہیں کچھ معلومات ہیں.""",“ main keh raha hun ju bards exam chal rahay hain na pokta nahi exam ho rahay hain bacchon ke cat ke examate un ke baare mein tumhe kuch maloomat hain.,,suspicious,phonetic_mismatch,'bards' and 'cat' are garbled transliterations.
2943,"""اب بشیریا کی حال ہے تیرے؟""","""abb bsheria ki haal hai tairay? """,,suspicious,phonetic_mismatch,'bsheria' is a garbled transliteration.
2944,"""خشیر خان اجی داسر بھی کمپریچر گنا ہونا ہے اسے بارش دی متوقع ہے کوئی نہیں. یہ بھی داسر""","""khshir Khan aji dasar bhi comparaser gina hona hai usse barish di mutawaqqa hai koi nahi. yeh bhi dasar.""",,suspicious,phonetic_mismatch,'comparaser' doesn't match the Urdu word.
2945,"""میں موسم کی صورتحال پوچھنا چاہتا ہوں کہ آج کتنا ٹپریچر رہے گا اور بارش متوقع ہے کہ نہیں ہے.""",""" main mausam ki sorat e haal poochna chahta hun k aaj kitna problem rahega aur barish mutawaqqa hai k nahi hai.",,suspicious,phonetic_mismatch,'problem' doesn't match 'temperature'.
2954,"""کیا تم سے بلا جھجھک سوال کیا جا سکتا ہے؟""",""" kya tumse bula jjihk sawal kiya ja sakta hai? """,,suspicious,phonetic_mismatch,'bula jjihk' is a garbled transliteration.
2956,"""کیا روزے میں پانی پیچھتے ہیں؟""",""" kya rozay mein pani pechhte hain?",,suspicious,phonetic_mismatch,'pechhte' doesn't match the Urdu wording.
2957,"""اپ زرعی موڑوات بتاؤں.""",“Ap zarai morwaat batau.”,,suspicious,phonetic_mismatch,'morwaat' doesn't match the Urdu input.
2959,"""السلام علیکم مشیر تمہارا کیا حال ہے.""",“Lslam alaikum musheer tumhara kya haal hai.”,,suspicious,phonetic_mismatch,'musheer' doesn't match the Urdu name.
2961,"""بشیر مجھے میانوالی کا موسم بتاؤ.""","""Bshir mujhe myanwali ka mausam batao.""",,suspicious,phonetic_mismatch,'Bshir' drops the vowel from the name.
2965,"""مجھے یہ بتاؤ کہ میں نے گنا کی کاشت کرنی ہے. تو گنا کی کاشت کے لیے بہترین وقت کون سا ہے؟""",“Mjhe ye btao k maine gina ki kaasht karni hai. to gina ki kaasht ke liye behtareen waqt kon sa hai?,,suspicious,phonetic_mismatch,'gina' should be 'ganna'.
2966,"""اچھا مجھے یہ بتاؤ کہ میں گنا کی کون کون سی ورائٹی استعمال کر سکتا ہوں.""",“Acha mujhe ye btao k main gina ki kon kon si virity use kar sakta hun.,,suspicious,phonetic_mismatch,'gina' should be 'ganna'.
2967,"""اچھا مجھے بتاؤ کہ دنے میں مجھے کھادیں کیسے ڈالنی چاہییں.""",“achi mujhe batao ke dinay mein mujhe khadein kaise daalni chahiye.”,,suspicious,phonetic_mismatch,'dinay' doesn't match the Urdu word.
2970,"""مجھے بتاؤ گندم کاشت گنا کا کیا طریقہ ہے.""",""" mujhe btao gandum kaasht gina ka kya tareeqa hai.""",,suspicious,phonetic_mismatch,'gina' doesn't match 'gandum' context.
2971,"""اچھا مجھے بتاؤ کہ گندم کاشت گنا کے لیے کون سا بیج استعمال کروں.""",“achi mujhe batao ke gandum kaasht gina ke liye kon sa beej use karoon.”,,suspicious,phonetic_mismatch,'gina' doesn't match the Urdu word.
2973,"""السلام علیکم مجھے گندم کے بیج کی اقسام بتاؤ.""",“Lslam alaikum mujhe gandum ke beej ki aqsam batao.”,,suspicious,phonetic_mismatch,'Lslam' is a garbled transliteration.
2974,"""مجھے گندم کا ریٹ بتاؤ اسلام آباد آباد بندی میں.""",""" mujhe gandum ka rate batao Islamabad bandi mein.""",,suspicious,phonetic_mismatch,'bandi' doesn't match the Urdu word.
2980,"""مجھے گندم کی فصل کے بیج کی اقسام کے بارے میں بتاؤ میری زمینہ پاشا ہے.""",""" mujhe gandum ki fasal ke beej ki aqsam ke baare mein batao meri zamiinda pasha hai.""",,suspicious,phonetic_mismatch,'zamiinda pasha' doesn't match the Urdu phrase.
2982,"""میں فیصل آباد میں نہیں میں اس وقت فتح پور تحصیل کلور لالی سن ضلع تحصیل لیہ میں مجھے یہاں کا مظنبہ.""",""" main Faisal abad mein nahi mein iss waqt fatah poor tehseel cooler laali sun tehseel laiya me mujhe yahan ka maznba.""",,suspicious,phonetic_mismatch,Several place names are garbled beyond normal variation.
2987,"""گندم کا آج کال ریٹ کیا چل رہا ہے؟""",""" gandum ka aaj call rate kya chal raha hai?",,suspicious,phonetic_mismatch,'call rate' doesn't match 'kal'/'aaj kal'.
2988,"""وعلیکم السلام. اے بارش کیا ہے سیرہ تیارے بارش تیارے اوگے کیا ہے اوگے.""",“Waleikum salam. a barish kya hai sair tayyaray barish tayyaray ugay kya hai ugay.”,,suspicious,phonetic_mismatch,Several words are garbled and not faithful transliterations.
2989,"""آج بارش کیا مرور کے حال بارش ہوگی یا نہیں.""","""aj barish kya shar ke haal barish hogi ya nahi.""",,suspicious,phonetic_mismatch,'shar' doesn't match the Urdu word.
2992,"""جی اٹھے دہ سن دیرہیو بھوک رہے ہوئے جی سوٹھے آمین ہے ہاں سونگری.""",“ji uthay da sun deeru bhook rahe hue jee suithay ameeen hai haan songri.”,,suspicious,phonetic_mismatch,'suithay' and 'songri' are garbled transliterations.
2993,"""بیفراتہ سب شیطان ٹھیک ہے.""",""" safeerat sab shahetan theek hai.""",,suspicious,phonetic_mismatch,'safeerat' and 'shahetan' are garbled transliterations.
2995,"""السلام علیکم بھائی جان بشیر امر سے وہ آج خواص خیلے گا موسم کے""","""Lslam alaikum bhai jaan Basheer amar se woh aaj khawaas khailay ga mausam ke""",,suspicious,phonetic_mismatch,'khawaas khailay' doesn't match the Urdu phrase.
2996,"""بشیرہ کی حالیت دس موسم کے آنا لفظے دا کی عادہ رہنا ہے.""","""Bshira ki Haliyat das mausam ke aana lafze da ki Aada rehna hai.""",,suspicious,phonetic_mismatch,'Haliyat' and 'Aada' are garbled transliterations.
2997,"""اجیرہ کی حالے""",“Jera ki halaay”,,suspicious,phonetic_mismatch,'Jera' doesn't match the Urdu word.
2999,"""موسم کی صورتحال کے بارے میں بتا دیں آندھے ہفتے میں کیا ہوگا.""",“musam ki sorat e haal ke baare mein bata den aandhay hafay mein kya hoga.”,,suspicious,phonetic_mismatch,'aandhay hafay' doesn't match the Urdu phrase.
3000,"""بشیر کھان مجھے بتا سکتا ہے دسی مہینے کی کتنی طریقہ ہے آج.""",“Bshir khaan mujhe bata sakta hai disse mahine ki kitni tareeqa hai aaj.”,,suspicious,phonetic_mismatch,'disse' and 'tareeqa' are garbled transliterations.
3001,"""دیسی مینہ جؤ ہوتا ہے نا بساک کا. بساک کی آج کتنی طریق ہے؟""",“Disi meen ju hota hai na busak ka. busak ki aaj kitni tareeq hai?,,suspicious,phonetic_mismatch,'Disi meen' and 'busak' are garbled transliterations.
3002,"""بشیر کا مجھے بتاؤ کہ جمبو جوار اگانے کے لیے کون سا بیج محفوظ رہے گا.""",“Bshir ka mujhe batao ke jmbo jawar ugane ke liye kon sa beej mehfooz rahega.”,,suspicious,phonetic_mismatch,'jmbo' is a garbled transliteration.
3010,"""اسلام آباد آباد کو آج کو موسم کیا ساہر.""",""" Islamabad abad ko aaj ko mausam kya saher.""",,suspicious,phonetic_mismatch,'saher' doesn't match the Urdu word.
3015,"""گلوں کی کٹائی کی احتیاطیں بتاؤ.""",“gilon ki katai ki ahtehain batao.”,,suspicious,phonetic_mismatch,'gilon' doesn't match the Urdu word.
3016,"""گندم کی گھٹائی میں کیا احتیاط ہے.""",""" gandum ki ghatai mein kya ahthyat hai.""",,suspicious,phonetic_mismatch,'ghatai' doesn't match 'katai'.
3020,"""کپاس لگانے کے لیے کتنا حل چلانا ہے.""",“copaas lagane ke liye kitna hal chalana hai.”,,suspicious,phonetic_mismatch,'copaas' doesn't match 'کپاس' well.
3021,"""بالکل غلط بتایا. میں نے پوچھا ہے کہ کپاس کی فصل کاشت گنا کے لیے زمین کی تیاری کیسے کرنی ہے.""",""" bilkul galat bataya. mane poocha hai ke kapaas ki fasal kaasht gina ke liye zameen ki tayyari kaise karni hai.""",,suspicious,phonetic_mismatch,'gina' should be 'gannay' for گنا.
3022,"""میں نے گنا کا نہیں پوچھا میں نے پوچھا ہے کہ کھواس کی فصل لگانے کے لیے زمین کا بحری کیسے کر لیے.""",“ main ne gina ka nahi poochha main ne poochha hai ke khawas ki fasal laganay ke liye zameen ka behri kaise kar liye.,,suspicious,phonetic_mismatch,'gina' and 'behri' don't match گنا and بحری.
3023,"""کپاس کی فصل کے لیے زمین کی تیاری کیسے کرنی ہے؟""",“Kpas ki fasal ke liye zameen ki tayyari kaise karni hai?”,,suspicious,phonetic_mismatch,'Kpas' drops the vowel from کپاس.
3024,"""مشیر تم کتنے سال کے ہو؟""",“Mshir tum kitne saal ke ho?”,,suspicious,phonetic_mismatch,'Mshir' doesn't match مشیر.
3025,"""کیا تمہیں گنا کی بیماریوں کے بارے میں کچھ پتا ہے؟""",""" kia tumhe gina ki bimariyon ke baare mein kuch pata hai? """,,suspicious,phonetic_mismatch,'gina' doesn't match گنا.
3027,"""کیا تم مجھے بتا سکتے ہو کہ گنا کا کتنا بیج استعمال کیا جائے؟""",“ kia tum mujhe bata sakte ho ke gina ka kitna beej use kiya jaaye?”,,suspicious,phonetic_mismatch,'gina' doesn't match گنا.
3028,"""گنا کی اقسام بتاؤ اور کون سا پھپھوندی کوئی زہر لگانا ہے.""",“agna ki aqsam batao aur kon sa phaphandi koi zeher lagana hai.”,,suspicious,phonetic_mismatch,'agna' doesn't match گنا.
3033,"""ٹھیک ہے. اوکے. جلیت کا موسم بتاؤ.""",""" theek hai. ok. jurrat ka mausam batao.""",,suspicious,phonetic_mismatch,'jurrat' doesn't match جلیت.
3034,"""بشیر مجھے کوئی خبریں سنا دو. مجھے کوئی خبریں سناؤں.""",“Bshir mujhe koi khabrain suna do. mujhe koi khabrain sunaoon.”,,suspicious,phonetic_mismatch,'Bshir' drops the vowel from بشیر.
3035,"""بشیر خبر کریں سانات""","""bshir khabar karein saanat""",,suspicious,phonetic_mismatch,'saanat' doesn't match سانات.
3036,"""اچھا یار یہ بتاؤ کیا گورنمنٹ نے کوئی سبسڈی وغیرہ دی ہے آج کل کاشتکاروں کے لیے.""",""" acha yaar yeh batao kya government ne koi subsudi waghera di hai aaj kal kashtkaron ke liye.""",,suspicious,phonetic_mismatch,'subsudi' should be 'subsidy'.
3038,"""جنبن کی کاشتکاری کیسے کی جاتی ہے اور ان کو کم کم کھادوں سے استعمال کیا جاتی ہے.""",“Janbon ki kashtkari kaise ki jati hai aur unko kam kam khadon se istimal kiya jaati hai.”,,suspicious,phonetic_mismatch,'Janbon' doesn't match جنبن.
3040,"""دلگت کا موسم کیسا ہے؟""",""" Dalagat ka mausam kaisa hai?",,suspicious,phonetic_mismatch,'Dalagat' doesn't match دلگت.
3043,"""ہماری اخبرے سناوں.""",""" hamari akhbaray sunaoon.""",,suspicious,phonetic_mismatch,'akhbaray' doesn't match اخبرے.
3044,"""مجھے ایک صبرے سو نو.""",""" mujhe ek sabre so no.""",,suspicious,phonetic_mismatch,'sabre so no' doesn't match صبرے سو نو.
3045,"""ماں اے میرے خاندرہ.""",""" main a mere khandara.""",,suspicious,phonetic_mismatch,'main a mere' doesn't match ماں اے میرے.
3047,"""السلام علیکم مجھے گلگت کا موسم بتاؤ.""","""slam alaikum mujhe Gilgit ka mausam batao.""",,suspicious,phonetic_mismatch,'Lslam' misses the initial 'a' in السلام.
3051,"""باب شیریا کی ارچالے ٹھیک ہیں صحت بھی ٹھیک ہے اور ثنا کی ہو رہا ہے.""","""baab sheeria ki archale theek hain sehat bhi theek hai aur Sana ki ho raha hai.""",,suspicious,phonetic_mismatch,'Mshir' doesn't match مشیر.
3052,"""بابشی ریا میرا پنجابی یہ گال اگر پہلے نمبر تہ گنا ہوئے دوسرے نمبر تہ گنا ہوئے کہ تینوں میری سمجھ کیوں نہیں آ رہی. ہاں کیے گلے؟""",""" Babshi riya mera punjabi ye gaal agar pehle number teh gina hue dusre number teh gina hue ke tenu meri samaj kyun nahi aa rahi. haan kiye gilaay?",,suspicious,phonetic_mismatch,'Babshi riya' doesn't match بابشی ریا.
3053,"""وعلیکم خب شریف کی اج چارلے ٹھیک ہیں.""",“WAKUM khab shareef ki uj charle theek hain.”,,suspicious,phonetic_mismatch,'WAKUM' doesn't match وعلیکم.
3054,"""اچھا صحیح یار مسئلہ تہ ایک کی ہے کہ سڑیوں فصلوں بیچنا زمین دے ویچ سیم بھوت ہے. تو اتھے فصل نہیں ہوندی. تو سیم اٹھی زمین دے اتھے دس کیڑی فصل اگانی چاہیے؟""",“acha sahi yaar masla teh aik ki hai ke sariyon faslun bechna zameen de weach same bhoot hai. to uthe fasal nahi hondi. to same uthi zameen de uthe das kari fasal agani chahiye?,,suspicious,phonetic_mismatch,'sariyon' and 'same' don't match several Urdu words.
3055,"""تو پھر تو کڑی معلومہ دے سکنا ہے؟ کہ سیم یہ اتھے سانو داستوں دے اچھی فصل کی ڈی ہوئے گی؟ سیم مطلب سیم دے بیچے. کی داستی ساگنا ہو اور پھر سانو؟""",To phir to kari malooma de sakna hai? k same yeh uthe saanu daston de achi fasal ki d hue gi? same matlab same de baiche. ki daasti saagna ho aur phir saanu?,,suspicious,phonetic_mismatch,Multiple words are badly garbled and don't match the Urdu.
3058,"""بھرسی رہو بھائی بورش کدھوں آنے گا.""",“Bursi raho bhai borsh kadhoon aanega.”,,suspicious,phonetic_mismatch,'Bursi raho' doesn't match بھرسی رہو.
3060,"""آٹا. کون سی فصل سے بنتا ہے؟""",“ATA. kon si fasal se banta hai?”,,suspicious,phonetic_mismatch,'ATA' is not a good match for آٹا.
3062,"""یہ والا تو یہ سوال تھائی تھوں. تم نے اہم ہی ملکہ اور وہ کوہر اور کچھ چیزیں لکھ دی.""",“Y wala to ye sawal thai thon. Tum ne aham hi malika aur woh kohar aur kuch cheezein likh di.,,suspicious,phonetic_mismatch,'Y wala' and 'thai thon' don't match the Urdu well.
3064,"""اسلام آباد آل منڈی میں سبزیوں کے ریڈ بتاؤ.""",""" Islamabad all manndi mein sabzion ke red batao.""",,suspicious,phonetic_mismatch,'red' should be 'rate'.
3065,"""سلاد کے نا بتاؤ ساری سبزیوں کے ریٹ بتاؤ آلو کے بتاؤ پیاز کے بتاؤ ٹماٹر بتاؤ.""",“salaad ke na batao saari sabzion ke rate batao alaalo ke batao pyaaz ke batao timatar batao.”,,suspicious,phonetic_mismatch,'alaalo' doesn't match آلو.
3066,"""آلو کے ریٹوں نہیں.""",“alo ke raton nahi.”,,suspicious,phonetic_mismatch,'alo' misses the long vowel in آلو.
3068,"""مافہ کیجئے آپ کی بات سمجھ نہیں آتی.""",""" mafha kijiyej aap ki baat samajh nahi aati.""",,suspicious,phonetic_mismatch,'mafha' doesn't match مافہ.
3070,"""سیو کی کاشت کیسے کرو؟""",“ save ki kaasht kaise karo?,,suspicious,phonetic_mismatch,'save' doesn't match سیو.
3073,"""سیب کی بیماریاں""","""seeb ki bemariyan""",,suspicious,phonetic_mismatch,'seeb' doesn't match سیب exactly.
3074,"""گنا سے گوڑ کیسے بناؤں؟""","""agna se gorh kaise banaoon?""",,suspicious,phonetic_mismatch,'agna' doesn't match گنا.
3078,"""گنا کو رتا روگ ہے.""",“agna ko rta rog hai.”,,suspicious,phonetic_mismatch,'agna' doesn't match گنا.
3079,"""گنا کی گھٹائی کیسے کروں؟""",“agna ki ghatai kaise karu?”,,suspicious,phonetic_mismatch,'agna' doesn't match گنا.
3080,"""بارش زور نہیں ہو تو فصل لگانی چاہیے.""",“barsh zor nahi ho to fasal lagani chahiye.”,,suspicious,phonetic_mismatch,'barsh' doesn't match بارش.
3083,"""السلام علیکم مجھے کوئی خبریں تو سنا دو.""",“Lslam alaikum mujhe koi khabrain to suna do.,,suspicious,phonetic_mismatch,'Lslam' misses the initial 'a' in السلام.
3085,"""مجھے آج گرہ جی کے موسم کے باہر میں بتاؤ.""",""" mujhe aaj girah jee ke mausam ke bahar mein batao.""",,suspicious,phonetic_mismatch,'girah jee' doesn't match گرہ جی.
3094,"""بھائی بجیر بارش کب آئے گی؟ یہ بتا دے. دین جوز.""",“bhai bujeer barish kab aayegi? yeh bata de. deen jazz.”,,suspicious,phonetic_mismatch,'bujeer' and 'deen joz' don't match the Urdu.
3095,"""صرف یہ بتا دے بھائی بشیر بارش کدھو آف سی.""","""صرف yeh bata de bhai Basheer barish sidho off si.""",script_leakage,suspicious,phonetic_mismatch,'sidho off si' doesn't match آف سی.
3098,"""بھائی بشیر کڑاں کوتر میں یہاں بندے ڈور.""",“Bhai Basheer karan kotter mein yahan bande dor.”,,suspicious,phonetic_mismatch,'Bhai Basheer' and 'karan kotter' don't match the Urdu well.
3107,"""مجھے کی حال ہے بھائی؟""",""" Mujhe ki haal hai bhai? """,,suspicious,phonetic_mismatch,'Mujhe' is missing from the start and 'ki' is odd.
3109,"""تم کو کون چیز دوبار نے جانتے ہو؟""",“Tam ko kon cheez dobaar ne jaante ho?”,,suspicious,phonetic_mismatch,'Tam' should be 'tum'.
3110,"""تم کون سی زبان جانتے ہو؟""",“Tam kon si zabaan jantay ho?”,,suspicious,phonetic_mismatch,'Tam' should be 'tum'.
3111,"""ہاں ہوں تم کے پتاوکے. ٹوم پھر. ستاسوں نوم ڈے.""",“han hun tke patawakay. tom phir. satason noom day.”,,suspicious,phonetic_mismatch,Several words are garbled and don't match the Urdu.
3112,"""ہوں موسیقی ہاں ہم ایک موسیقی زبا جانا نمبر کوشش. ہوں""","""hon moseeqi haan hum aik moseeqi zuba jaana number koshish. hun""",,suspicious,phonetic_mismatch,Multiple words are garbled and don't match the Urdu.
3113,"""کرو کی شامل ہوں""",“cro ki shamil hun”,,suspicious,phonetic_mismatch,'cro' doesn't match کرو.
3114,"""وعلیکم السلام کیسے ہو بشیر کیا ارہے ہیں.""",“Waleikum salam kaise ho Basheer kya arhe hain.,,suspicious,phonetic_mismatch,'Waleikum' doesn't match وعلیکم.
3115,"""بڑے بھر جھگاں ہو گیا ہے اور جھنگڑے کو ہو گیا تو جھنگڑے بھر جھگاں جا.""",“Baday bhar Jhgaman ho gaya hai aur JUNGRAI ko ho gaya to JUNGRAI bhar Jhgaman ja.,,suspicious,phonetic_mismatch,'JUNGRAI' and 'Jhgaman' don't match the Urdu.
3117,"""ریزہ مین درمیانی""",“iera mean darmiyani”,,suspicious,phonetic_mismatch,'iera' doesn't match ریزہ.
3120,"""پیاز کی گاست""",“payies ki gaast”,,suspicious,phonetic_mismatch,'payies' doesn't match پیاز.
